2025-12-29 16:14:15,267 | INFO | ============================================================
2025-12-29 16:57:26,403 | INFO | Running TypeScript check...
2025-12-29 16:57:27,819 | INFO | Running lint check...
2025-12-29 16:57:31,826 | INFO | Running build check...
2025-12-29 16:57:45,353 | INFO |   ✓ structure: Structure OK (1131 summaries)
2025-12-29 16:57:45,353 | INFO |   ✓ typescript: TypeScript OK
2025-12-29 16:57:45,353 | INFO |   ✓ lint: Lint OK
2025-12-29 16:57:45,353 | INFO |   ✓ build: Build OK
2025-12-29 16:57:45,353 | INFO | All checks passed!
2025-12-29 16:57:45,353 | INFO | Next check in 120s...
2025-12-29 16:59:45,452 | INFO | ==================================================
2025-12-29 16:59:45,452 | INFO | Running health checks...
2025-12-29 16:59:45,452 | INFO | Checking file structure...
2025-12-29 16:59:45,456 | INFO | Running TypeScript check...
2025-12-29 16:59:46,826 | INFO | Running lint check...
2025-12-29 16:59:50,580 | INFO | Running build check...
2025-12-29 17:00:03,559 | INFO |   ✓ structure: Structure OK (1131 summaries)
2025-12-29 17:00:03,559 | INFO |   ✓ typescript: TypeScript OK
2025-12-29 17:00:03,559 | INFO |   ✓ lint: Lint OK
2025-12-29 17:00:03,559 | INFO |   ✓ build: Build OK
2025-12-29 17:00:03,559 | INFO | All checks passed!
2025-12-29 17:00:03,559 | INFO | Next check in 120s...
2025-12-29 17:02:03,659 | INFO | ==================================================
2025-12-29 17:02:03,659 | INFO | Running health checks...
2025-12-29 17:02:03,660 | INFO | Checking file structure...
2025-12-29 17:02:03,663 | INFO | Running TypeScript check...
2025-12-29 17:02:04,794 | INFO | Running lint check...
2025-12-29 17:02:07,940 | INFO | Running build check...
2025-12-29 17:02:18,688 | INFO |   ✓ structure: Structure OK (1131 summaries)
2025-12-29 17:02:18,688 | INFO |   ✓ typescript: TypeScript OK
2025-12-29 17:02:18,688 | INFO |   ✓ lint: Lint OK
2025-12-29 17:02:18,688 | INFO |   ✓ build: Build OK
2025-12-29 17:02:18,688 | INFO | All checks passed!
2025-12-29 17:02:18,688 | INFO | Next check in 120s...
2025-12-29 17:04:18,788 | INFO | ==================================================
2025-12-29 17:04:18,788 | INFO | Running health checks...
2025-12-29 17:04:18,789 | INFO | Checking file structure...
2025-12-29 17:04:18,795 | INFO | Running TypeScript check...
2025-12-29 17:04:20,178 | INFO | Running lint check...
2025-12-29 17:04:24,003 | INFO | Running build check...
2025-12-29 17:04:37,093 | INFO |   ✓ structure: Structure OK (1131 summaries)
2025-12-29 17:04:37,093 | INFO |   ✓ typescript: TypeScript OK
2025-12-29 17:04:37,094 | INFO |   ✓ lint: Lint OK
2025-12-29 17:04:37,094 | INFO |   ✓ build: Build OK
2025-12-29 17:04:37,094 | INFO | All checks passed!
2025-12-29 17:04:37,094 | INFO | Next check in 120s...
2025-12-29 17:06:37,193 | INFO | ==================================================
2025-12-29 17:06:37,193 | INFO | Running health checks...
2025-12-29 17:06:37,194 | INFO | Checking file structure...
2025-12-29 17:06:37,200 | INFO | Running TypeScript check...
2025-12-29 17:06:38,513 | INFO | Running lint check...
2025-12-29 17:06:42,897 | INFO | Running build check...
2025-12-29 17:06:44,756 | INFO |   ✓ structure: Structure OK (1131 summaries)
2025-12-29 17:06:44,756 | INFO |   ✓ typescript: TypeScript OK
2025-12-29 17:06:44,756 | INFO |   ✓ lint: Lint OK
2025-12-29 17:06:44,756 | INFO |   ✗ build: Build failed:

> bible-study-app@0.1.0 build
> next build --webpack

⚠ Warning: Next.js inferred you
2025-12-29 17:06:44,757 | INFO | Attempting to fix build issue...
2025-12-29 17:06:44,757 | INFO | Attempting to fix build issue...
2025-12-29 17:07:36,555 | INFO | Claude completed fix attempt for build
2025-12-29 17:07:36,555 | INFO | Fix attempted for build
2025-12-29 17:07:36,555 | INFO | Next check in 120s...
2025-12-29 17:09:36,583 | INFO | ==================================================
2025-12-29 17:09:36,584 | INFO | Running health checks...
2025-12-29 17:09:36,584 | INFO | Checking file structure...
2025-12-29 17:09:36,590 | INFO | Running TypeScript check...
2025-12-29 17:09:39,950 | INFO | Running lint check...
2025-12-29 17:09:44,500 | INFO | Running build check...
2025-12-29 17:09:57,825 | INFO |   ✓ structure: Structure OK (1131 summaries)
2025-12-29 17:09:57,825 | INFO |   ✓ typescript: TypeScript OK
2025-12-29 17:09:57,825 | INFO |   ✓ lint: Lint OK
2025-12-29 17:09:57,825 | INFO |   ✓ build: Build OK
2025-12-29 17:09:57,825 | INFO | All checks passed!
2025-12-29 17:09:57,825 | INFO | Next check in 120s...
2025-12-29 17:11:57,924 | INFO | ==================================================
2025-12-29 17:11:57,924 | INFO | Running health checks...
2025-12-29 17:11:57,925 | INFO | Checking file structure...
2025-12-29 17:11:57,928 | INFO | Running TypeScript check...
2025-12-29 17:11:59,262 | INFO | Running lint check...
2025-12-29 17:12:03,061 | INFO | Running build check...
2025-12-29 17:12:15,988 | INFO |   ✓ structure: Structure OK (1131 summaries)
2025-12-29 17:12:15,988 | INFO |   ✓ typescript: TypeScript OK
2025-12-29 17:12:15,988 | INFO |   ✓ lint: Lint OK
2025-12-29 17:12:15,988 | INFO |   ✓ build: Build OK
2025-12-29 17:12:15,988 | INFO | All checks passed!
2025-12-29 17:12:15,988 | INFO | Next check in 120s...
2025-12-29 17:14:16,075 | INFO | ==================================================
2025-12-29 17:14:16,075 | INFO | Running health checks...
2025-12-29 17:14:16,075 | INFO | Checking file structure...
2025-12-29 17:14:16,079 | INFO | Running TypeScript check...
2025-12-29 17:14:17,161 | INFO | Running lint check...
2025-12-29 17:14:20,322 | INFO | Running build check...
2025-12-29 17:14:31,822 | INFO |   ✓ structure: Structure OK (1131 summaries)
2025-12-29 17:14:31,822 | INFO |   ✓ typescript: TypeScript OK
2025-12-29 17:14:31,822 | INFO |   ✓ lint: Lint OK
2025-12-29 17:14:31,822 | INFO |   ✓ build: Build OK
2025-12-29 17:14:31,822 | INFO | All checks passed!
2025-12-29 17:14:31,822 | INFO | Next check in 120s...
2025-12-29 17:16:31,860 | INFO | ==================================================
2025-12-29 17:16:31,860 | INFO | Running health checks...
2025-12-29 17:16:31,860 | INFO | Checking file structure...
2025-12-29 17:16:31,865 | INFO | Running TypeScript check...
2025-12-29 17:16:32,954 | INFO | Running lint check...
2025-12-29 17:16:36,130 | INFO | Running build check...
2025-12-29 17:16:47,020 | INFO |   ✓ structure: Structure OK (1131 summaries)
2025-12-29 17:16:47,020 | INFO |   ✓ typescript: TypeScript OK
2025-12-29 17:16:47,020 | INFO |   ✓ lint: Lint OK
2025-12-29 17:16:47,020 | INFO |   ✓ build: Build OK
2025-12-29 17:16:47,020 | INFO | All checks passed!
2025-12-29 17:16:47,020 | INFO | Next check in 120s...
2025-12-29 17:18:47,119 | INFO | ==================================================
2025-12-29 17:18:47,119 | INFO | Running health checks...
2025-12-29 17:18:47,120 | INFO | Checking file structure...
2025-12-29 17:18:47,123 | INFO | Running TypeScript check...
2025-12-29 17:18:48,196 | INFO | Running lint check...
2025-12-29 17:18:51,249 | INFO | Running build check...
2025-12-29 17:19:01,740 | INFO |   ✓ structure: Structure OK (1131 summaries)
2025-12-29 17:19:01,740 | INFO |   ✓ typescript: TypeScript OK
2025-12-29 17:19:01,740 | INFO |   ✓ lint: Lint OK
2025-12-29 17:19:01,740 | INFO |   ✓ build: Build OK
2025-12-29 17:19:01,740 | INFO | All checks passed!
2025-12-29 17:19:01,740 | INFO | Next check in 120s...
2025-12-29 17:21:01,840 | INFO | ==================================================
2025-12-29 17:21:01,840 | INFO | Running health checks...
2025-12-29 17:21:01,841 | INFO | Checking file structure...
2025-12-29 17:21:01,846 | INFO | Running TypeScript check...
2025-12-29 17:21:02,968 | INFO | Running lint check...
2025-12-29 17:21:06,233 | INFO | Running build check...
2025-12-29 17:21:17,174 | INFO |   ✓ structure: Structure OK (1131 summaries)
2025-12-29 17:21:17,174 | INFO |   ✓ typescript: TypeScript OK
2025-12-29 17:21:17,174 | INFO |   ✓ lint: Lint OK
2025-12-29 17:21:17,174 | INFO |   ✓ build: Build OK
2025-12-29 17:21:17,174 | INFO | All checks passed!
2025-12-29 17:21:17,174 | INFO | Next check in 120s...
2025-12-29 17:23:17,274 | INFO | ==================================================
2025-12-29 17:23:17,274 | INFO | Running health checks...
2025-12-29 17:23:17,274 | INFO | Checking file structure...
2025-12-29 17:23:17,278 | INFO | Running TypeScript check...
2025-12-29 17:23:18,362 | INFO | Running lint check...
2025-12-29 17:23:21,586 | INFO | Running build check...
2025-12-29 17:23:32,556 | INFO |   ✓ structure: Structure OK (1131 summaries)
2025-12-29 17:23:32,556 | INFO |   ✓ typescript: TypeScript OK
2025-12-29 17:23:32,556 | INFO |   ✓ lint: Lint OK
2025-12-29 17:23:32,556 | INFO |   ✓ build: Build OK
2025-12-29 17:23:32,556 | INFO | All checks passed!
2025-12-29 17:23:32,556 | INFO | Next check in 120s...
2025-12-29 17:25:32,656 | INFO | ==================================================
2025-12-29 17:25:32,656 | INFO | Running health checks...
2025-12-29 17:25:32,656 | INFO | Checking file structure...
2025-12-29 17:25:32,660 | INFO | Running TypeScript check...
2025-12-29 17:25:33,723 | INFO | Running lint check...
2025-12-29 17:25:36,806 | INFO | Running build check...
2025-12-29 17:25:47,080 | INFO |   ✓ structure: Structure OK (1131 summaries)
2025-12-29 17:25:47,080 | INFO |   ✓ typescript: TypeScript OK
2025-12-29 17:25:47,080 | INFO |   ✓ lint: Lint OK
2025-12-29 17:25:47,080 | INFO |   ✓ build: Build OK
2025-12-29 17:25:47,080 | INFO | All checks passed!
2025-12-29 17:25:47,080 | INFO | Next check in 120s...
2025-12-29 17:27:47,175 | INFO | ==================================================
2025-12-29 17:27:47,175 | INFO | Running health checks...
2025-12-29 17:27:47,176 | INFO | Checking file structure...
2025-12-29 17:27:47,179 | INFO | Running TypeScript check...
2025-12-29 17:27:48,257 | INFO | Running lint check...
2025-12-29 17:27:51,309 | INFO | Running build check...
2025-12-29 17:28:01,707 | INFO |   ✓ structure: Structure OK (1131 summaries)
2025-12-29 17:28:01,707 | INFO |   ✓ typescript: TypeScript OK
2025-12-29 17:28:01,707 | INFO |   ✓ lint: Lint OK
2025-12-29 17:28:01,707 | INFO |   ✓ build: Build OK
2025-12-29 17:28:01,707 | INFO | All checks passed!
2025-12-29 17:28:01,707 | INFO | Next check in 120s...
2025-12-29 17:30:01,803 | INFO | ==================================================
2025-12-29 17:30:01,803 | INFO | Running health checks...
2025-12-29 17:30:01,803 | INFO | Checking file structure...
2025-12-29 17:30:01,807 | INFO | Running TypeScript check...
2025-12-29 17:30:02,869 | INFO | Running lint check...
2025-12-29 17:30:05,958 | INFO | Running build check...
2025-12-29 17:30:16,435 | INFO |   ✓ structure: Structure OK (1131 summaries)
2025-12-29 17:30:16,435 | INFO |   ✓ typescript: TypeScript OK
2025-12-29 17:30:16,435 | INFO |   ✓ lint: Lint OK
2025-12-29 17:30:16,435 | INFO |   ✓ build: Build OK
2025-12-29 17:30:16,435 | INFO | All checks passed!
2025-12-29 17:30:16,435 | INFO | Next check in 120s...
2025-12-29 17:32:16,535 | INFO | ==================================================
2025-12-29 17:32:16,536 | INFO | Running health checks...
2025-12-29 17:32:16,536 | INFO | Checking file structure...
2025-12-29 17:32:16,539 | INFO | Running TypeScript check...
2025-12-29 17:32:17,610 | INFO | Running lint check...
2025-12-29 17:32:20,680 | INFO | Running build check...
2025-12-29 17:32:31,077 | INFO |   ✓ structure: Structure OK (1131 summaries)
2025-12-29 17:32:31,077 | INFO |   ✓ typescript: TypeScript OK
2025-12-29 17:32:31,077 | INFO |   ✓ lint: Lint OK
2025-12-29 17:32:31,077 | INFO |   ✓ build: Build OK
2025-12-29 17:32:31,077 | INFO | All checks passed!
2025-12-29 17:32:31,077 | INFO | Next check in 120s...
2025-12-29 17:34:31,176 | INFO | ==================================================
2025-12-29 17:34:31,176 | INFO | Running health checks...
2025-12-29 17:34:31,177 | INFO | Checking file structure...
2025-12-29 17:34:31,180 | INFO | Running TypeScript check...
2025-12-29 17:34:32,223 | INFO | Running lint check...
2025-12-29 17:34:35,302 | INFO | Running build check...
2025-12-29 17:34:45,683 | INFO |   ✓ structure: Structure OK (1131 summaries)
2025-12-29 17:34:45,683 | INFO |   ✓ typescript: TypeScript OK
2025-12-29 17:34:45,683 | INFO |   ✓ lint: Lint OK
2025-12-29 17:34:45,683 | INFO |   ✓ build: Build OK
2025-12-29 17:34:45,683 | INFO | All checks passed!
2025-12-29 17:34:45,683 | INFO | Next check in 120s...
2025-12-29 17:36:45,782 | INFO | ==================================================
2025-12-29 17:36:45,782 | INFO | Running health checks...
2025-12-29 17:36:45,783 | INFO | Checking file structure...
2025-12-29 17:36:45,786 | INFO | Running TypeScript check...
2025-12-29 17:36:46,874 | INFO | Running lint check...
2025-12-29 17:36:50,064 | INFO | Running build check...
2025-12-29 17:37:01,042 | INFO |   ✓ structure: Structure OK (1131 summaries)
2025-12-29 17:37:01,042 | INFO |   ✓ typescript: TypeScript OK
2025-12-29 17:37:01,042 | INFO |   ✓ lint: Lint OK
2025-12-29 17:37:01,042 | INFO |   ✓ build: Build OK
2025-12-29 17:37:01,042 | INFO | All checks passed!
2025-12-29 17:37:01,042 | INFO | Next check in 120s...
2025-12-29 17:39:01,142 | INFO | ==================================================
2025-12-29 17:39:01,142 | INFO | Running health checks...
2025-12-29 17:39:01,143 | INFO | Checking file structure...
2025-12-29 17:39:01,146 | INFO | Running TypeScript check...
2025-12-29 17:39:02,248 | INFO | Running lint check...
2025-12-29 17:39:05,434 | INFO | Running build check...
2025-12-29 17:39:16,417 | INFO |   ✓ structure: Structure OK (1131 summaries)
2025-12-29 17:39:16,417 | INFO |   ✓ typescript: TypeScript OK
2025-12-29 17:39:16,417 | INFO |   ✓ lint: Lint OK
2025-12-29 17:39:16,417 | INFO |   ✓ build: Build OK
2025-12-29 17:39:16,417 | INFO | All checks passed!
2025-12-29 17:39:16,417 | INFO | Next check in 120s...
2025-12-29 17:41:16,517 | INFO | ==================================================
2025-12-29 17:41:16,517 | INFO | Running health checks...
2025-12-29 17:41:16,517 | INFO | Checking file structure...
2025-12-29 17:41:16,521 | INFO | Running TypeScript check...
2025-12-29 17:41:17,578 | INFO | Running lint check...
2025-12-29 17:41:20,681 | INFO | Running build check...
2025-12-29 17:41:31,088 | INFO |   ✓ structure: Structure OK (1131 summaries)
2025-12-29 17:41:31,088 | INFO |   ✓ typescript: TypeScript OK
2025-12-29 17:41:31,088 | INFO |   ✓ lint: Lint OK
2025-12-29 17:41:31,088 | INFO |   ✓ build: Build OK
2025-12-29 17:41:31,088 | INFO | All checks passed!
2025-12-29 17:41:31,088 | INFO | Next check in 120s...
2025-12-29 17:43:31,110 | INFO | ==================================================
2025-12-29 17:43:31,110 | INFO | Running health checks...
2025-12-29 17:43:31,110 | INFO | Checking file structure...
2025-12-29 17:43:31,114 | INFO | Running TypeScript check...
2025-12-29 17:43:32,187 | INFO | Running lint check...
2025-12-29 17:43:35,221 | INFO | Running build check...
2025-12-29 17:43:45,444 | INFO |   ✓ structure: Structure OK (1131 summaries)
2025-12-29 17:43:45,444 | INFO |   ✓ typescript: TypeScript OK
2025-12-29 17:43:45,444 | INFO |   ✓ lint: Lint OK
2025-12-29 17:43:45,444 | INFO |   ✓ build: Build OK
2025-12-29 17:43:45,444 | INFO | All checks passed!
2025-12-29 17:43:45,444 | INFO | Next check in 120s...
2025-12-29 17:45:45,454 | INFO | ==================================================
2025-12-29 17:45:45,454 | INFO | Running health checks...
2025-12-29 17:45:45,454 | INFO | Checking file structure...
2025-12-29 17:45:45,458 | INFO | Running TypeScript check...
2025-12-29 17:45:46,511 | INFO | Running lint check...
2025-12-29 17:45:49,544 | INFO | Running build check...
2025-12-29 17:45:59,815 | INFO |   ✓ structure: Structure OK (1131 summaries)
2025-12-29 17:45:59,816 | INFO |   ✓ typescript: TypeScript OK
2025-12-29 17:45:59,816 | INFO |   ✓ lint: Lint OK
2025-12-29 17:45:59,816 | INFO |   ✓ build: Build OK
2025-12-29 17:45:59,816 | INFO | All checks passed!
2025-12-29 17:45:59,816 | INFO | Next check in 120s...
2025-12-29 17:47:59,890 | INFO | ==================================================
2025-12-29 17:47:59,890 | INFO | Running health checks...
2025-12-29 17:47:59,890 | INFO | Checking file structure...
2025-12-29 17:47:59,894 | INFO | Running TypeScript check...
2025-12-29 17:48:00,962 | INFO | Running lint check...
2025-12-29 17:48:03,980 | INFO | Running build check...
2025-12-29 17:48:14,276 | INFO |   ✓ structure: Structure OK (1131 summaries)
2025-12-29 17:48:14,277 | INFO |   ✓ typescript: TypeScript OK
2025-12-29 17:48:14,277 | INFO |   ✓ lint: Lint OK
2025-12-29 17:48:14,277 | INFO |   ✓ build: Build OK
2025-12-29 17:48:14,277 | INFO | All checks passed!
2025-12-29 17:48:14,277 | INFO | Next check in 120s...
2025-12-29 17:50:14,377 | INFO | ==================================================
2025-12-29 17:50:14,377 | INFO | Running health checks...
2025-12-29 17:50:14,377 | INFO | Checking file structure...
2025-12-29 17:50:14,381 | INFO | Running TypeScript check...
